🦎,lizard,reptile,,,,,,,
🐍,bearer,Ophiuchus,snake,serpent,zodiac,,,,
🐲,dragon,face,fairy tale,,,,,,
🐉,dragon,fairy tale,,,,,,,
🦕,brachiosaurus,brontosaurus,sauropod,diplodocus,,,,,
🦖,T-Rex,Tyrannosaurus Rex,,,,,,,
🐳,face,spouting,whale,,,,,,
🐋,whale,,,,,,,,
🐬,dolphin,flipper,,,,,,,
🦭,sea lion,seal,,,,,,,
🐟,fish,Pisces,zodiac,,,,,,
🐠,fish,tropical,,,,,,,
🐡,blowfish,fish,,,,,,,
🦈,fish,shark,,,,,,,
🐙,octopus,,,,,,,,
🐚,shell,spiral,,,,,,,
🐌,snail,,,,,,,,
🦋,butterfly,insect,pretty,,,,,,
🐛,bug,insect,,,,,,,
🐜,ant,insect,,,,,,,
🐝,bee,honeybee,insect,,,,,,
🪲,beetle,bug,insect,,,,,,
🐞,beetle,insect,ladybird,lady beetle,ladybug,,,,
🦗,cricket,grasshopper,,,,,,,
🪳,cockroach,insect,roach,pest,,,,,
🕷,insect,spider,,,,,,,
🕸,spider,web,,,,,,,
🦂,scorpio,Scorpio,zodiac,scorpion,,,,,
🦟,disease,fever,mosquito,malaria,pest,virus,,,
🪰,disease,fly,pest,maggot,rotting,,,,
🪱,annelid,earthworm,worm,parasite,,,,,
🦠,amoeba,bacteria,virus,microbe,,,,,
💐,bouquet,flower,,,,,,,
🌸,blossom,cherry,flower,,,,,,
💮,flower,white flower,,,,,,,
🏵,plant,rosette,,,,,,,
🌹,flower,rose,,,,,,,
🥀,flower,wilted,,,,,,,
🌺,flower,hibiscus,,,,,,,
🌻,flower,sun,sunflower,,,,,,
🌼,blossom,flower,,,,,,,
🌷,flower,tulip,,,,,,,
🌱,seedling,young,,,,,,,
🪴,boring,grow,nurturing,house,plant,potted plant,useless,,
🌲,evergreen tree,tree,,,,,,,
🌳,deciduous,shedding,tree,,,,,,
🌴,palm,tree,,,,,,,
🌵,cactus,plant,,,,,,,
🌾,ear,grain,sheaf of rice,rice,,,,,
🌿,herb,leaf,,,,,,,
🍀,4,clover,four-leaf clover,four,leaf,,,,
🍁,falling,leaf,maple,,,,,,
🍂,fallen leaf,falling,leaf,,,,,,
🍃,blow,flutter,leaf fluttering in wind,leaf,wind,,,,
🍇,fruit,grape,grapes,,,,,,
🍈,fruit,melon,,,,,,,
🍉,fruit,watermelon,,,,,,,
🍊,fruit,orange,tangerine,,,,,,
🍋,citrus,fruit,lemon,,,,,,
🍌,banana,fruit,,,,,,,
🍍,fruit,pineapple,,,,,,,
🥭,fruit,mango,tropical,,,,,,
🍎,apple,fruit,red,,,,,,
🍏,apple,fruit,green,,,,,,
🍐,fruit,pear,,,,,,,
🍑,fruit,peach,,,,,,,
🍒,berries,cherries,fruit,cherry,red,,,,
🍓,berry,fruit,strawberry,,,,,,
🫐,berry,bilberry,blueberries,blue,blueberry,,,,
🥝,food,fruit,kiwi,,,,,,
🍅,fruit,tomato,vegetable,,,,,,
🫒,food,olive,,,,,,,
🥥,coconut,palm,piña colada,,,,,,
🥑,avocado,food,fruit,,,,,,
🍆,aubergine,eggplant,vegetable,,,,,,
🥔,food,potato,vegetable,,,,,,
🥕,carrot,food,vegetable,,,,,,
🌽,corn,ear,maize,ear of corn,maze,,,,
🌶,hot,pepper,,,,,,,
🫑,bell pepper,capsicum,vegetable,pepper,,,,,
🥒,cucumber,food,vegetable,pickle,,,,,
🥬,bok choy,cabbage,leafy green,kale,lettuce,,,,
🥦,broccoli,wild cabbage,,,,,,,
🧄,flavoring,garlic,,,,,,,
🧅,flavoring,onion,,,,,,,
🍄,mushroom,toadstool,,,,,,,
🥜,food,nut,peanuts,peanut,vegetable,,,,
🌰,chestnut,plant,,,,,,,
🍞,bread,loaf,,,,,,,
🥐,bread,breakfast,food,croissant,french,roll,,,
🥖,baguette,bread,french,food,,,,,
🫓,arepa,flatbread,naan,lavash,pita,,,,
🥨,pretzel,twisted,,,,,,,
🥯,bagel,bakery,schmear,breakfast,,,,,
🥞,breakfast,crêpe,hotcake,food,pancake,pancakes,,,
🧇,breakfast,indecisive,waffle,iron,,,,,
🧀,cheese,cheese wedge,,,,,,,
🍖,bone,meat,meat on bone,,,,,,
🍗,bone,chicken,leg,drumstick,poultry,,,,
🥩,chop,cut of meat,porkchop,lambchop,steak,,,,
🥓,bacon,breakfast,meat,food,,,,,
🍔,burger,hamburger,,,,,,,
🍟,french,fries,,,,,,,
🍕,cheese,pizza,slice,,,,,,
🌭,frankfurter,hot dog,sausage,hotdog,,,,,
🥪,bread,sandwich,,,,,,,
🌮,mexican,taco,,,,,,,
🌯,burrito,mexican,wrap,,,,,,
🫔,mexican,tamale,wrapped,,,,,,
🥙,falafel,flatbread,gyro,food,kebab,stuffed,pita,,
🧆,chickpea,falafel,meatball,,,,,,
🥚,breakfast,egg,food,,,,,,
🍳,breakfast,cooking,frying,egg,pan,,,,
🥘,casserole,food,pan,paella,shallow,shallow pan of food,,,
🍲,pot,pot of food,stew,,,,,,
🫕,cheese,chocolate,melted,fondue,pot,Swiss,,,
🥣,bowl with spoon,breakfast,congee,cereal,,,,,
🥗,food,green,salad,,,,,,
🍿,popcorn,,,,,,,,
🧈,butter,dairy,,,,,,,
🧂,condiment,salt,shaker,,,,,,
🥫,can,canned food,,,,,,,
🍱,bento,box,,,,,,,
🍘,cracker,rice,,,,,,,
🍙,ball,Japanese,rice,,,,,,
🍚,cooked,rice,,,,,,,
🍛,curry,rice,,,,,,,
🍜,bowl,noodle,steaming,ramen,,,,,
🍝,pasta,spaghetti,,,,,,,
🍠,potato,roasted,sweet,,,,,,
🍢,kebab,oden,skewer,seafood,stick,,,,
🍣,sushi,,,,,,,,
🍤,fried,prawn,tempura,shrimp,,,,,
🍥,cake,fish,pastry,fish cake with swirl,swirl,,,,
🥮,autumn,festival,yuèbǐng,moon cake,,,,,
🍡,dango,dessert,skewer,Japanese,stick,sweet,,,
🥟,dumpling,empanada,jiaozi,gyōza,pierogi,potsticker,,,
🥠,fortune cookie,prophecy,,,,,,,
🥡,oyster pail,takeout box,,,,,,,
🦀,Cancer,crab,zodiac,,,,,,
🦞,bisque,claws,seafood,lobster,,,,,
🦐,food,shellfish,small,shrimp,,,,,
🦑,food,molusc,squid,,,,,,
🦪,diving,oyster,pearl,,,,,,
🍦,cream,dessert,icecream,ice,soft,sweet,,,
🍧,dessert,ice,sweet,shaved,,,,,
🍨,cream,dessert,sweet,ice,,,,,
🍩,breakfast,dessert,doughnut,donut,sweet,,,,
🍪,cookie,dessert,chocolate chip,sweet,,,,,
🎂,birthday,cake,dessert,celebration,pastry,sweet,,,
🍰,cake,dessert,shortcake,pastry,slice,sweet,,,
🧁,bakery,cupcake,sweet,,,,,,
🥧,filling,pastry,pie,,,,,,
🍫,bar,chocolate,sweet,dessert,,,,,
🍬,candy,dessert,sweet,,,,,,
🍭,candy,dessert,sweet,lollipop,,,,,
🍮,custard,dessert,sweet,pudding,,,,,
🍯,honey,honeypot,sweet,pot,,,,,
🍼,baby,bottle,milk,drink,,,,,
🥛,drink,glass,milk,glass of milk,,,,,
☕,beverage,coffee,hot,drink,steaming,tea,,,
🫖,drink,pot,teapot,tea,,,,,
🍵,beverage,cup,tea,drink,teacup,teacup without handle,,,
🍶,bar,beverage,cup,bottle,drink,sake,,,
🍾,bar,bottle,cork,bottle with popping cork,drink,popping,,,
🍷,bar,beverage,glass,drink,wine,,,,
🍸,bar,cocktail,glass,drink,,,,,
🍹,bar,drink,tropical,,,,,,
🍺,bar,beer,mug,drink,,,,,
🍻,bar,beer,clinking beer mugs,clink,drink,mug,,,
🥂,celebrate,clink,drink,clinking glasses,glass,,,,
🥃,glass,liquor,tumbler,shot,whisky,,,,
🥤,cup with straw,juice,soda,,,,,,
🧋,bubble,milk,tea,pearl,,,,,
🧃,beverage,box,straw,juice,sweet,,,,
🧉,drink,mate,,,,,,,
🧊,cold,ice,iceberg,ice cube,,,,,
🥢,chopsticks,hashi,,,,,,,
🍽,cooking,fork,knife,fork and knife with plate,plate,,,,
🍴,cooking,cutlery,fork and knife,fork,knife,,,,
🥄,spoon,tableware,,,,,,,
🔪,cooking,hocho,knife,kitchen knife,tool,weapon,,,
🏺,amphora,Aquarius,drink,cooking,jug,zodiac,,,
🌍,Africa,earth,globe,Europe,globe showing Europe-Africa,world,,,
🌎,Americas,earth,globe showing Americas,globe,world,,,,
🌏,Asia,Australia,globe,earth,globe showing Asia-Australia,world,,,
🌐,earth,globe,meridians,globe with meridians,world,,,,
🗺,map,world,,,,,,,
🗾,Japan,map,map of Japan,,,,,,
🧭,compass,magnetic,orienteering,navigation,,,,,
🏔,cold,mountain,snow-capped mountain,snow,,,,,
⛰,mountain,,,,,,,,
🌋,eruption,mountain,volcano,,,,,,
🗻,fuji,mount fuji,mountain,,,,,,
🏕,camping,,,,,,,,
🏖,beach,beach with umbrella,umbrella,,,,,,
🏜,desert,,,,,,,,
🏝,desert,island,,,,,,,
🏞,national park,park,,,,,,,
🏟,stadium,,,,,,,,
🏛,classical,classical building,,,,,,,
🏗,building construction,construction,,,,,,,
🧱,brick,bricks,mortar,clay,wall,,,,
🪨,boulder,heavy,solid,rock,stone,,,,
🪵,log,lumber,wood,timber,,,,,
🛖,house,hut,yurt,roundhouse,,,,,
🏘,houses,,,,,,,,
🏚,derelict,house,,,,,,,
🏠,home,house,,,,,,,
🏡,garden,home,house with garden,house,,,,,
🏢,building,office building,,,,,,,
🏣,Japanese,Japanese post office,post,,,,,,
🏤,European,post,post office,,,,,,
🏥,doctor,hospital,medicine,,,,,,
🏦,bank,building,,,,,,,
🏨,building,hotel,,,,,,,
🏩,hotel,love,,,,,,,
🏪,convenience,store,,,,,,,
🏫,building,school,,,,,,,
🏬,department,store,,,,,,,
🏭,building,factory,,,,,,,
🏯,castle,Japanese,,,,,,,
🏰,castle,European,,,,,,,
💒,chapel,romance,wedding,,,,,,
🗼,Tokyo,tower,,,,,,,
🗽,liberty,statue,Statue of Liberty,,,,,,
⛪,Christian,church,religion,cross,,,,,
🕌,islam,mosque,religion,Muslim,,,,,
🛕,hindu,temple,,,,,,,
🕍,Jew,Jewish,synagogue,religion,temple,,,,
⛩,religion,shinto,shrine,,,,,,
🕋,islam,kaaba,religion,Muslim,,,,,
⛲,fountain,,,,,,,,
⛺,camping,tent,,,,,,,
🌁,fog,foggy,,,,,,,
🌃,night,night with stars,star,,,,,,
🏙,city,cityscape,,,,,,,
🌄,morning,mountain,sunrise,sun,sunrise over mountains,,,,
🌅,morning,sun,sunrise,,,,,,
🌆,city,cityscape at dusk,evening,dusk,landscape,sunset,,,
🌇,dusk,sun,sunset,,,,,,
🌉,bridge,bridge at night,night,,,,,,
🎠,carousel,horse,,,,,,,
🎡,amusement park,ferris,wheel,,,,,,
🎢,amusement park,coaster,roller,,,,,,
💈,barber,haircut,pole,,,,,,
🎪,circus,tent,,,,,,,
🚂,engine,locomotive,steam,railway,train,,,,
🚃,car,electric,train,railway,tram,trolleybus,,,
🚄,high-speed train,railway,speed,shinkansen,train,,,,
🚅,bullet,railway,speed,shinkansen,train,,,,
🚆,railway,train,,,,,,,
🚇,metro,subway,,,,,,,
🚈,light rail,railway,,,,,,,
🚉,railway,station,train,,,,,,
🚊,tram,trolleybus,,,,,,,
🚝,monorail,vehicle,,,,,,,
🚞,car,mountain,railway,,,,,,
🚋,car,tram,trolleybus,,,,,,
🚌,bus,vehicle,,,,,,,
🚍,bus,oncoming,,,,,,,
🚎,bus,tram,trolleybus,trolley,,,,,
🚐,bus,minibus,,,,,,,
🚑,ambulance,vehicle,,,,,,,
🚒,engine,fire,truck,,,,,,
🚓,car,patrol,police,,,,,,
🚔,car,oncoming,police,,,,,,
🚕,taxi,vehicle,,,,,,,
🚖,oncoming,taxi,,,,,,,
🚗,automobile,car,,,,,,,
🚘,automobile,car,oncoming,,,,,,
🚙,recreational,sport utility,sport utility vehicle,,,,,,
🛻,pick-up,pickup,truck,,,,,,
🚚,delivery,truck,,,,,,,
🚛,articulated lorry,lorry,truck,semi,,,,,
🚜,tractor,vehicle,,,,,,,
🏎,car,racing,race,racecar,,,,,
🏍,motorcycle,racing,,,,,,,
🛵,motor,scooter,,,,,,,
🦽,accessibility,manual wheelchair,,,,,,,
🦼,accessibility,motorized wheelchair,,,,,,,
🛺,auto rickshaw,tuk tuk,,,,,,,
🚲,bicycle,bike,,,,,,,
🛴,kick,scooter,,,,,,,
🛹,board,skateboard,,,,,,,
🛼,roller,skate,,,,,,,
🚏,bus,busstop,stop,,,,,,
🛣,highway,motorway,road,,,,,,
🛤,railway,railway track,train,,,,,,
🛢,drum,oil,,,,,,,
⛽,diesel,fuel,gas,fuelpump,pump,station,,,
🚨,beacon,car,police,light,revolving,,,,
🚥,horizontal traffic light,light,traffic,signal,,,,,
🚦,light,signal,vertical traffic light,traffic,,,,,
🛑,octagonal,sign,stop,,,,,,
🚧,barrier,construction,,,,,,,
⚓,anchor,ship,tool,,,,,,
⛵,boat,resort,sea,sailboat,yacht,,,,
🛶,boat,canoe,,,,,,,
🚤,boat,speedboat,,,,,,,
🛳,passenger,ship,,,,,,,
⛴,boat,ferry,passenger,,,,,,
🛥,boat,motor boat,motorboat,,,,,,
🚢,boat,passenger,ship,,,,,,
🛩,aeroplane,airplane,small airplane,,,,,,
🛫,aeroplane,airplane,departure,check-in,departures,,,,
🛬,aeroplane,airplane,arrivals,airplane arrival,arriving,landing,,,
🪂,hang-glide,parachute,skydive,parasail,,,,,
💺,chair,seat,,,,,,,
🚁,helicopter,vehicle,,,,,,,
🚟,railway,suspension,,,,,,,
🚠,cable,gondola,mountain cableway,mountain,,,,,
🚡,aerial,cable,gondola,car,tramway,,,,
🛰,satellite,space,,,,,,,
🚀,rocket,space,spaceship,,,,,,
🛸,flying saucer,UFO,,,,,,,
🛎,bell,bellhop,hotel,,,,,,
🧳,luggage,packing,travel,,,,,,
⌛,hourglass done,sand,timer,,,,,,
⏳,hourglass,hourglass not done,timer,sand,,,,,
⌚,clock,watch,,,,,,,
⏰,alarm,clock,,,,,,,
⏱,clock,stopwatch,,,,,,,
⏲,clock,timer,,,,,,,
🕰,clock,mantelpiece clock,,,,,,,
🕛,0,12,clock,12:00,o’clock,twelve,,,
🕧,12,12:30,thirty,clock,twelve,twelve-thirty,,,
🕐,0,1,clock,1:00,o’clock,one,,,
🕜,1,1:30,one,clock,one-thirty,thirty,,,
🕑,0,2,clock,2:00,o’clock,two,,,
🕝,2,2:30,thirty,clock,two,two-thirty,,,
🕒,0,3,clock,3:00,o’clock,three,,,
🕞,3,3:30,thirty,clock,three,three-thirty,,,
🕓,0,4,clock,4:00,four,o’clock,,,
🕟,4,4:30,four,clock,four-thirty,thirty,,,
🕔,0,5,clock,5:00,five,o’clock,,,
🕠,5,5:30,five,clock,five-thirty,thirty,,,
🕕,0,6,clock,6:00,o’clock,six,,,
🕡,6,6:30,six,clock,six-thirty,thirty,,,
🕖,0,7,clock,7:00,o’clock,seven,,,
🕢,7,7:30,seven,clock,seven-thirty,thirty,,,
🕗,0,8,clock,8:00,eight,o’clock,,,
🕣,8,8:30,eight,clock,eight-thirty,thirty,,,
🕘,0,9,clock,9:00,nine,o’clock,,,
🕤,9,9:30,nine,clock,nine-thirty,thirty,,,
🕙,0,10,clock,10:00,o’clock,ten,,,
🕥,10,10:30,ten,clock,ten-thirty,thirty,,,
🕚,0,11,clock,11:00,eleven,o’clock,,,
🕦,11,11:30,eleven,clock,eleven-thirty,thirty,,,
🌑,dark,moon,new moon,,,,,,
🌒,crescent,moon,waxing,,,,,,
🌓,first quarter moon,moon,quarter,,,,,,
🌔,gibbous,moon,waxing,,,,,,
🌕,full,moon,,,,,,,
🌖,gibbous,moon,waning,,,,,,
🌗,last quarter moon,moon,quarter,,,,,,
🌘,crescent,moon,waning,,,,,,
🌙,crescent,moon,,,,,,,
🌚,face,moon,new moon face,,,,,,
🌛,face,first quarter moon face,quarter,moon,,,,,
🌜,face,last quarter moon face,quarter,moon,,,,,
🌡,thermometer,weather,,,,,,,
🌝,bright,face,moon,full,,,,,
🌞,bright,face,sun with face,sun,,,,,
🪐,ringed planet,saturn,saturnine,,,,,,
⭐,star,,,,,,,,
🌟,glittery,glow,shining,glowing star,sparkle,star,,,
🌠,falling,shooting,star,,,,,,
🌌,milky way,space,,,,,,,
⛅,cloud,sun,sun behind cloud,,,,,,
⛈,cloud,cloud with lightning and rain,thunder,rain,,,,,
🌤,cloud,sun,sun behind small cloud,,,,,,
🌥,cloud,sun,sun behind large cloud,,,,,,
🌦,cloud,rain,sun behind rain cloud,sun,,,,,
🌧,cloud,cloud with rain,rain,,,,,,
🌨,cloud,cloud with snow,snow,cold,,,,,
🌩,cloud,cloud with lightning,lightning,,,,,,
🌪,cloud,tornado,whirlwind,,,,,,
🌫,cloud,fog,,,,,,,
🌬,blow,cloud,wind,face,,,,,
🌀,cyclone,dizzy,twister,hurricane,typhoon,,,,
🌈,rain,rainbow,,,,,,,
🌂,closed umbrella,clothing,umbrella,rain,,,,,
☔,clothing,drop,umbrella,rain,umbrella with rain drops,,,,
⛱,rain,sun,umbrella on ground,umbrella,,,,,
⚡,danger,electric,lightning,high voltage,voltage,zap,,,
⛄,cold,snow,snowman without snow,snowman,,,,,
☄,comet,space,,,,,,,
🔥,fire,flame,tool,,,,,,
💧,cold,comic,droplet,drop,sweat,water,,,
🌊,ocean,water,wave,,,,,,
🎃,celebration,halloween,jack-o-lantern,jack,lantern,pumpkin,,,
🎄,celebration,Christmas,tree,,,,,,
🎆,celebration,fireworks,,,,,,,
🎇,celebration,fireworks,sparkler,sparkle,,,,,
🧨,dynamite,explosive,fireworks,firecracker,,,,,
✨,*,sparkle,star,sparkles,,,,,
🎈,balloon,celebration,,,,,,,
🎉,celebration,party,tada,popper,confetti,,,,
🎊,ball,celebration,confetti,party,,,,,
🎋,banner,celebration,tanabata tree,Japanese,tree,,,,
🎍,bamboo,celebration,pine,Japanese,pine decoration,,,,
🎎,celebration,doll,Japanese,festival,Japanese dolls,,,,
🎏,carp,celebration,streamer,,,,,,
🎐,bell,celebration,wind,chime,,,,,
🎑,celebration,ceremony,moon viewing ceremony,moon,,,,,
🧧,gift,good luck,lai see,hóngbāo,money,red envelope,,,
🎀,celebration,ribbon,,,,,,,
🎁,box,celebration,present,gift,wrapped,,,,
🎗,celebration,reminder,ribbon,,,,,,
🎟,admission,admission tickets,ticket,,,,,,
🎫,admission,ticket,,,,,,,
🎖,celebration,medal,military,,,,,,
🏆,prize,trophy,,,,,,,
🏅,medal,sports medal,,,,,,,
🥇,1st place medal,first,medal,gold,,,,,
🥈,2nd place medal,medal,silver,second,,,,,
🥉,3rd place medal,bronze,third,medal,,,,,
⚽,ball,football,soccer,,,,,,
⚾,ball,baseball,,,,,,,
🥎,ball,glove,underarm,softball,,,,,
🏀,ball,basketball,hoop,,,,,,
🏐,ball,game,volleyball,,,,,,
🏈,american,ball,football,,,,,,
🏉,ball,football,rugby,,,,,,
🎾,ball,racquet,tennis,,,,,,
🥏,flying disc,ultimate,,,,,,,
🎳,ball,bowling,game,,,,,,
🏏,ball,bat,game,cricket game,,,,,
🏑,ball,field,hockey,game,stick,,,,
🏒,game,hockey,puck,ice,stick,,,,
🥍,ball,goal,stick,lacrosse,,,,,
🏓,ball,bat,paddle,game,ping pong,table tennis,,,
🏸,badminton,birdie,racquet,game,shuttlecock,,,,
🥊,boxing,glove,,,,,,,
🥋,judo,karate,martial arts uniform,martial arts,taekwondo,uniform,,,
🥅,goal,net,,,,,,,
⛳,flag in hole,golf,hole,,,,,,
⛸,ice,skate,,,,,,,
🎣,fish,fishing pole,pole,,,,,,
🤿,diving,diving mask,snorkeling,scuba,,,,,
🎽,athletics,running,shirt,sash,,,,,
🎿,ski,skis,snow,,,,,,
🛷,sled,sledge,sleigh,,,,,,
🥌,curling stone,game,rock,,,,,,
🎯,bullseye,dart,game,direct hit,hit,target,,,
🪀,fluctuate,toy,yo-yo,,,,,,
🪁,fly,kite,soar,,,,,,
🎱,8,ball,eight,billiard,game,pool 8 ball,,,
🔮,ball,crystal,fantasy,fairy tale,fortune,tool,,,
🪄,magic,magic wand,wizard,witch,,,,,
🧿,bead,charm,nazar,evil-eye,nazar amulet,talisman,,,
🎮,controller,game,video game,,,,,,
🕹,game,joystick,video game,,,,,,
🎰,game,slot,slot machine,,,,,,
🎲,dice,die,game,,,,,,
🧩,clue,interlocking,piece,jigsaw,puzzle,,,,
🧸,plaything,plush,teddy bear,stuffed,toy,,,,
🪅,celebration,party,piñata,,,,,,
🪆,doll,nesting,russia,nesting dolls,,,,,
🃏,card,game,wildcard,joker,,,,,
🀄,game,mahjong,red,mahjong red dragon,,,,,
🎴,card,flower,game,flower playing cards,Japanese,playing,,,
🎭,art,mask,performing arts,performing,theater,theatre,,,
🖼,art,frame,museum,framed picture,painting,picture,,,
🎨,art,artist palette,painting,museum,palette,,,,
🧵,needle,sewing,string,spool,thread,,,,
🪡,embroidery,needle,stitches,sewing,sutures,tailoring,,,
🧶,ball,crochet,yarn,knit,,,,,
🪢,knot,rope,tie,tangled,twine,twist,,,
👓,clothing,eye,eyewear,eyeglasses,glasses,,,,
🕶,dark,eye,glasses,eyewear,sunglasses,,,,
🥽,eye protection,goggles,welding,swimming,,,,,
🥼,doctor,experiment,scientist,lab coat,,,,,
🦺,emergency,safety,vest,,,,,,
👔,clothing,necktie,tie,,,,,,
👕,clothing,shirt,tshirt,t-shirt,,,,,
👖,clothing,jeans,trousers,pants,,,,,
🧣,neck,scarf,,,,,,,
🧤,gloves,hand,,,,,,,
🧥,coat,jacket,,,,,,,
🧦,socks,stocking,,,,,,,
👗,clothing,dress,,,,,,,
👘,clothing,kimono,,,,,,,
🥻,clothing,dress,sari,,,,,,
🩱,bathing suit,one-piece swimsuit,,,,,,,
🩲,bathing suit,briefs,swimsuit,one-piece,underwear,,,,
🩳,bathing suit,pants,underwear,shorts,,,,,
👙,bikini,clothing,swim,,,,,,
👚,clothing,woman,woman’s clothes,,,,,,
👛,clothing,coin,purse,,,,,,
👜,bag,clothing,purse,handbag,,,,,
👝,bag,clothing,pouch,clutch bag,,,,,
🛍,bag,hotel,shopping bags,shopping,,,,,
🎒,backpack,bag,satchel,rucksack,school,,,,
🩴,beach sandals,sandals,thong sandals,thong sandal,thongs,zōri,,,
👞,clothing,man,shoe,man’s shoe,,,,,
👟,athletic,clothing,shoe,running shoe,sneaker,,,,
🥾,backpacking,boot,hiking,camping,,,,,
🥿,ballet flat,flat shoe,slipper,slip-on,,,,,
👠,clothing,heel,shoe,high-heeled shoe,woman,,,,
👡,clothing,sandal,woman,shoe,woman’s sandal,,,,
🩰,ballet,ballet shoes,dance,,,,,,
👢,boot,clothing,woman,shoe,woman’s boot,,,,
👑,clothing,crown,queen,king,,,,,
👒,clothing,hat,woman’s hat,woman,,,,,
🎩,clothing,hat,tophat,top,,,,,
🎓,cap,celebration,graduation,clothing,hat,,,,
🧢,baseball cap,billed cap,,,,,,,
🪖,army,helmet,soldier,military,warrior,,,,
⛑,aid,cross,hat,face,helmet,rescue worker’s helmet,,,
📿,beads,clothing,prayer,necklace,religion,,,,
💄,cosmetics,lipstick,makeup,,,,,,
💍,diamond,ring,,,,,,,
💎,diamond,gem,jewel,gem stone,,,,,
🔇,mute,muted speaker,silent,quiet,speaker,,,,
🔈,soft,speaker low volume,,,,,,,
🔉,medium,speaker medium volume,,,,,,,
🔊,loud,speaker high volume,,,,,,,
📢,loud,loudspeaker,public address,,,,,,
📣,cheering,megaphone,,,,,,,
📯,horn,post,postal,,,,,,
🔔,bell,,,,,,,,
🔕,bell,bell with slash,mute,forbidden,quiet,silent,,,
🎼,music,musical score,score,,,,,,
🎵,music,musical note,note,,,,,,
🎶,music,musical notes,notes,note,,,,,
🎙,mic,microphone,studio,music,,,,,
🎚,level,music,slider,,,,,,
🎛,control,knobs,music,,,,,,
🎤,karaoke,mic,microphone,,,,,,
🎧,earbud,headphone,,,,,,,
📻,radio,video,,,,,,,
🎷,instrument,music,saxophone,sax,,,,,
🪗,accordion,concertina,squeeze box,,,,,,
🎸,guitar,instrument,music,,,,,,
🎹,instrument,keyboard,musical keyboard,music,piano,,,,
🎺,instrument,music,trumpet,,,,,,
🎻,instrument,music,violin,,,,,,
🪕,banjo,music,stringed,,,,,,
🥁,drum,drumsticks,music,,,,,,
🪘,beat,conga,long drum,drum,rhythm,,,,
📱,cell,mobile,telephone,phone,,,,,
📲,arrow,cell,mobile phone with arrow,mobile,phone,receive,,,
📞,phone,receiver,telephone,,,,,,
📟,pager,,,,,,,,
📠,fax,fax machine,,,,,,,
🔋,battery,,,,,,,,
🔌,electric,electricity,plug,,,,,,
💻,computer,laptop,personal,pc,,,,,
🖥,computer,desktop,,,,,,,
🖨,computer,printer,,,,,,,
🖱,computer,computer mouse,,,,,,,
🖲,computer,trackball,,,,,,,
💽,computer,disk,optical,minidisk,,,,,
💾,computer,disk,save,floppy,,,,,
💿,cd,computer,optical,disk,,,,,
📀,blu-ray,computer,dvd,disk,optical,,,,
🧮,abacus,calculation,,,,,,,
🎥,camera,cinema,movie,,,,,,
🎞,cinema,film,movie,frames,,,,,
📽,cinema,film,projector,movie,video,camera,blue,,
🎬,clapper,clapper board,movie,,,,,,
📺,television,tv,video,,,,,,
📷,camera,video,,,,,,,
📸,camera,camera with flash,video,flash,,,,,
📹,camera,video,camcorder,,,,,,
📼,tape,vhs,videocassette,video,,,,,
🔍,glass,magnifying,search,magnifying glass tilted left,tool,,,,
🕯,candle,light,,,,,,,
💡,bulb,comic,idea,electric,light,,,,
🔦,electric,flashlight,tool,light,torch,,,,
🏮,bar,lantern,red,light,red paper lantern,,,,
🪔,diya,lamp,oil,,,,,,
📔,book,cover,notebook,decorated,notebook with decorative cover,,,,
📕,book,closed,,,,,,,
📖,book,open,,,,,,,
📗,book,green,,,,,,,
📘,blue,book,,,,,,,
📙,book,orange,,,,,,,
📚,book,books,,,,,,,
📓,notebook,,,,,,,,
📒,ledger,notebook,,,,,,,
📃,curl,document,page with curl,page,,,,,
📜,paper,scroll,,,,,,,
📄,document,page,page facing up,,,,,,
📰,news,newspaper,paper,,,,,,
🗞,news,newspaper,rolled,paper,rolled-up newspaper,,,,
📑,bookmark,mark,tabs,marker,,,,,
🔖,bookmark,mark,,,,,,,
🏷,label,,,,,,,,
💰,bag,dollar,moneybag,money,,,,,
🪙,coin,gold,money,metal,silver,treasure,,,
💴,banknote,bill,money,currency,note,yen,,,
💵,banknote,bill,dollar,currency,money,note,,,
💶,banknote,bill,euro,currency,money,note,,,
💷,banknote,bill,money,currency,note,pound,,,
💸,banknote,bill,money,fly,money with wings,wings,,,
💳,card,credit,money,,,,,,
🧾,accounting,bookkeeping,proof,evidence,receipt,,,,
💹,chart,chart increasing with yen,growth,graph,money,yen,,,
📧,e-mail,email,mail,letter,,,,,
📨,e-mail,email,incoming,envelope,letter,receive,,,
📩,arrow,e-mail,envelope,email,envelope with arrow,outgoing,,,
📤,box,letter,outbox,mail,sent,tray,,,
📥,box,inbox,mail,letter,receive,tray,,,
📦,box,package,parcel,,,,,,
📫,closed,closed mailbox with raised flag,mailbox,mail,postbox,,,,
📪,closed,closed mailbox with lowered flag,mail,lowered,mailbox,postbox,,,
📬,mail,mailbox,open mailbox with raised flag,open,postbox,,,,
📭,lowered,mail,open,mailbox,open mailbox with lowered flag,postbox,,,
📮,mail,mailbox,postbox,,,,,,
🗳,ballot,ballot box with ballot,box,,,,,,
🖋,fountain,pen,,,,,,,
🖊,ballpoint,pen,,,,,,,
🖌,paintbrush,painting,,,,,,,
🖍,crayon,,,,,,,,
📝,memo,pencil,,,,,,,
💼,briefcase,,,,,,,,
📁,file,folder,,,,,,,
